1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
1.35,0.73,2.026
